Data from 1017water_Reflection__10__21-01-11-726.txt Node

Date: Fri Oct 17 21:01:11 AST 2025
User: lin
Spectrometer: SR600411
Trigger mode: 0
Integration Time (sec): 5.846600E-2
Scans to average: 5
Nonlinearity correction enabled: true
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
187.982	45.59359
188.456	56.43351
188.93	43.71479
189.403	49.98567
189.877	46.81989
190.351	49.36297
190.825	34.8905
191.298	43.763
191.772	53.61684
192.246	34.44043
192.719	46.14362
193.193	28.37507
193.666	56.65501
194.139	54.49501
194.613	51.57685
195.086	55.83828
195.559	53.98282
196.033	62.24211
196.506	53.04196
196.979	56.29068
197.452	54.35281
197.925	61.31579
198.398	42.65766
198.871	63.80193
199.344	51.99435
199.816	52.8024
200.289	43.92141
200.762	38.23232
201.235	53.67653
201.707	49.51783
202.18	28.16956
202.652	26.73752
203.125	46.28833
203.597	59.08461
204.07	36.30467
204.542	29.88368
205.014	32.35818
205.486	46.50317
205.959	60.34703
206.431	26.40899
206.903	42.03065
207.375	13.96736
207.847	22.0542
208.319	41.98023
208.791	12.84162
209.263	13.73739
209.734	46.03634
210.206	59.08565
210.678	40.53348
211.15	12.69565
211.621	14.38001
212.093	14.87301
212.564	65.64302
213.036	34.50822
213.507	52.69541
213.979	30.67812
214.45	41.7738
214.921	0
215.392	35.2404
215.864	12.81793
216.335	22.21915
216.806	38.23053
217.277	-4.58612
217.748	36.8351
218.219	39.99501
218.69	42.59537
219.161	7.57484
219.631	7.69085
220.102	41.85425
220.573	17.96502
221.043	33.32991
221.514	10.48157
221.985	5.04957
222.455	-7.6906
222.926	16.36066
223.396	37.49407
223.866	1.05244
224.337	72.16934
224.807	25.87913
225.277	52.10918
225.747	22.21822
226.217	38.7024
226.687	14.12823
227.157	27.42168
227.627	-11.53648
228.097	26.98751
228.567	34.50822
229.037	64.11618
229.507	37.94982
229.977	13.18475
230.446	-26.02266
230.916	41.48485
231.386	22.10203
231.855	39.99336
232.325	35.28874
232.794	58.46891
233.263	32.57002
233.733	30.47179
234.202	42.32915
234.671	22.60471
235.14	39.00046
235.61	49.16073
236.079	17.01865
236.548	19.99652
237.017	27.92351
237.486	-1.75398
237.955	19.58461
238.424	47.18662
238.892	51.45122
239.361	25.9208
239.83	19.50965
240.299	6.36234
240.767	-6.34837
241.236	34.56427
241.704	34.68949
242.173	24.35613
242.641	7.84168
243.109	52.97847
243.578	39.83768
244.046	39.99692
244.514	33.62333
244.982	36.99538
245.451	34.40445
245.919	16.83947
246.387	24.62194
246.855	22.44392
247.323	42.21788
247.791	-2.29845
248.258	19.18888
248.726	46.06305
249.194	55.80976
249.662	37.34555
250.129	-17.11272
250.597	23.41948
251.064	23.01671
251.532	3.19092
251.999	-7.95305
252.467	67.00607
252.934	42.62942
253.401	5.1011
253.869	-1.0099
254.336	36.04259
254.803	3.27792
255.27	30.52233
255.737	0
256.204	9.85791
256.671	35.63898
257.138	47.2673
257.605	42.97693
258.072	11.53531
258.539	-2.53124
259.005	16.6632
259.472	22.87047
259.939	13.57837
260.405	1.09871
260.872	44.2823
261.338	45.21175
261.805	34.08504
262.271	21.67352
262.737	29.02847
263.203	11.84054
263.67	45.8662
264.136	10.21649
264.602	18.82096
265.068	13.95145
265.534	19.48786
266	17.85389
266.466	9.20927
266.932	36.87963
267.398	16.46827
267.864	-8.84741
268.329	42.74175
268.795	-34.71557
269.261	23.29733
269.726	9.89921
270.192	40.44519
270.657	11.99843
271.123	22.63784
271.588	-7.69146
272.053	42.95641
272.519	7.57484
272.984	19.14606
273.449	0
273.914	8.64071
274.379	44.44092
274.844	35.44956
275.309	14.70335
275.774	43.79576
276.239	11.70021
276.704	0
277.169	-6.02305
277.634	35.70983
278.098	37.87572
278.563	39.72257
279.028	20.28765
279.492	32.0344
279.957	14.28402
280.421	52.58049
280.886	36.55487
281.35	52.3768
281.814	31.77111
282.279	9.45821
282.743	11.99791
283.207	21.87176
283.671	23.16784
284.135	-8.82159
284.599	8.57034
285.063	25.50652
285.527	37.78936
285.991	34.32537
286.455	5.49357
286.919	43.03414
287.382	30.76485
287.846	38.2555
288.31	42.54865
288.773	35.1086
289.237	53.38402
289.7	21.04826
290.164	-44.58516
290.627	21.50227
291.09	72.41035
291.554	-70.47731
292.017	68.92768
292.48	-8.44942
292.943	40.34816
293.406	2.80316
293.869	22.72421
294.332	10.25499
294.795	13.39984
295.258	-1.19028
295.721	37.99534
296.184	-1.81798
296.646	42.1361
297.109	41.85632
297.572	49.4338
298.034	46.86869
298.497	52.12302
298.959	-6.38172
299.422	10.95749
299.884	22.3099
300.346	28.04551
300.809	9.344
301.271	71.7613
301.733	2.56352
302.195	39.12827
302.657	20.99672
303.119	73.49077
303.581	15.18786
304.043	47.56773
304.505	36.77761
304.967	24.28317
305.429	40.81164
305.891	9.9984
306.352	29.06626
306.814	16.89943
307.275	33.32925
307.737	0
308.198	41.29994
308.66	39.23678
309.121	47.36374
309.583	26.31287
310.044	36.14791
310.505	41.75386
310.966	69.35223
311.428	53.56729
311.889	29.81984
312.35	52.03599
312.811	12.35764
313.272	11.45641
313.733	39.99525
314.193	5.76648
314.654	64.22735
315.115	-1.14923
315.576	53.75887
316.036	23.72459
316.497	41.66205
316.957	32.73844
317.418	29.6988
317.878	24.99703
318.339	-23.21111
318.799	14.01614
319.259	59.7522
319.72	20.22188
320.18	28.7196
320.64	11.99791
321.1	13.67248
321.56	34.50822
322.02	4.25456
322.48	12.6565
322.94	40.94736
323.4	49.99535
323.86	-16.89863
324.319	7.40704
324.779	9.63712
325.239	27.26841
325.698	21.20885
326.158	80.21692
326.617	32.52652
327.077	23.58113
327.536	51.84785
327.996	1.02021
328.455	10.29288
328.914	53.32964
329.373	-27.26895
329.832	49.99515
330.292	39.23678
330.751	36.78758
331.21	-32.19843
331.668	31.3998
332.127	45.44861
332.586	49.58741
333.045	26.54431
333.504	-44.43759
333.962	42.85172
334.421	35.06146
334.88	38.02486
335.338	-3.44787
335.797	-30.43117
336.255	3.7969
336.714	55.63911
337.172	-9.99804
337.63	41.1724
338.088	47.70105
338.547	37.73092
339.005	11.57702
339.463	16.66436
339.921	0
340.379	40.44519
340.837	35.99658
341.295	17.97493
341.753	38.53717
342.21	16.66452
342.668	15.59349
343.126	38.23053
343.584	28.12116
344.041	39.17069
344.499	8.60071
344.956	21.83614
345.414	48.04815
345.871	21.36364
346.328	34.719
346.786	28.44361
347.243	14.99798
347.7	7.4989
348.157	-19.04386
348.614	30.62596
349.071	-42.49521
349.528	37.49592
349.985	39.84854
350.442	23.80651
350.899	48.85929
351.356	15.55322
351.812	-17.77405
352.269	15.85149
352.726	36.5337
353.182	4.4112
353.639	26.35164
354.095	22.46884
354.552	24.74876
355.008	10.44652
355.465	17.7932
355.921	5.19405
356.377	10.34323
356.833	41.50435
357.289	49.99416
357.745	16.81947
358.201	30.68882
358.657	47.13595
359.113	9.64716
359.569	33.5706
360.025	25.2131
360.481	41.8522
360.937	32.69748
361.392	38.36405
361.848	26.65856
362.303	28.18196
362.759	44.70344
363.214	24.7666
363.67	39.14097
364.125	44.18552
364.581	49.05735
365.036	46.06343
365.491	39.62339
365.946	34.18757
366.401	42.84056
366.856	38.53842
367.311	52.51059
367.766	53.02635
368.221	47.80123
368.676	46.09797
369.131	52.19898
369.586	47.77538
370.041	50.76287
370.495	50.32551
370.95	56.43109
371.404	56.01577
371.859	47.48206
372.313	45.27819
372.768	46.38651
373.222	50.18741
373.676	54.23704
374.131	51.36437
374.585	54.18827
375.039	53.19839
375.493	55.50596
375.947	46.87622
376.401	54.12587
376.855	53.13237
377.309	50.02631
377.763	49.48229
378.217	54.68564
378.67	51.29881
379.124	51.99363
379.578	52.71997
380.031	54.11718
380.485	54.26933
380.938	52.95859
381.392	51.43997
381.845	54.88997
382.299	51.84692
382.752	49.75068
383.205	51.846
383.658	48.88257
384.111	51.80409
384.564	52.32636
385.018	51.38045
385.471	52.06124
385.923	54.54596
386.376	53.49213
386.829	51.83372
387.282	53.90959
387.735	53.97554
388.187	53.72611
388.64	53.7731
389.093	53.96259
389.545	52.82646
389.998	51.78361
390.45	53.41551
390.902	52.81363
391.355	53.42908
391.807	53.36876
392.259	53.57379
392.711	53.14632
393.163	54.17472
393.615	54.2822
394.068	53.9539
394.519	53.83287
394.971	53.42006
395.423	53.95326
395.875	53.91504
396.327	52.85325
396.779	53.81946
397.23	53.40077
397.682	53.20263
398.133	54.27876
398.585	53.6481
399.036	54.4052
399.488	53.25257
399.939	53.64899
400.39	53.44694
400.842	53.54193
401.293	53.55698
401.744	53.18505
402.195	52.49221
402.646	52.92974
403.097	53.22786
403.548	52.94185
403.999	52.71864
404.45	52.50087
404.9	52.54245
405.351	52.67899
405.802	53.07627
406.253	52.79317
406.703	52.58603
407.154	52.63587
407.604	52.61184
408.055	51.88168
408.505	51.83008
408.955	51.10197
409.406	51.51881
409.856	52.37077
410.306	51.40473
410.756	51.40801
411.206	50.94971
411.656	50.74395
412.106	50.21375
412.556	50.42154
413.006	51.028
413.456	50.65003
413.905	50.29358
414.355	49.61778
414.805	49.99496
415.254	49.33473
415.704	50.38482
416.153	49.31105
